Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Delinquent ,Native,1.67,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,301,155,325,225,Fighting
Delinquent ,Native,1.72,23,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,221,153,236,188,Fighting
Delinquent ,Native,1.77,25,M,None,Sweater,Joggers,Sneakers,None,No,No,None,Moving,247,158,273,198,Fighting
Delinquent ,Black,1.68,18,M,None,Coat,Shorts,Sneakers,None,No,No,None,Moving,186,16,245,161,Fighting
Viewer,Native,1.71,17,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,237,17,267,115,Running
Viewer,Native,1.65,19,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,272,8,296,110,Running
Viewer,Black,1.73,23,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,306,5,341,170,Running
Viewer,Native,1.66,16,M,None,Coat|backpack,Joggers,Sneakers,None,No,No,None,Moving,213,91,258,268,Running
Viewer,White,1.77,21,M,Cap,Sweater,Joggers,Sneakers,None,No,No,None,Moving,264,96,293,191,Running
Viewer,Black,1.71,26,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,288,104,309,168,Running
Delinquent ,Black,1.71,27,M,Cap,Coat,Joggers,Sneakers,None,No,No,None,Moving,297,131,352,222,Fighting
Delinquent ,White,1.71,22,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,322,106,336,144,Fighting
Victim,Native,1.70,26,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,264,107,359,323,Fighting
Law Officer,Native,1.76,48,M,None,Sweater,Pants,Boots,None,No,No,None,Moving,201,122,265,294,Guarding
Viewer,White,1.80,34,M,Cap,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,260,51,323,259,Encouraging
Viewer,Native,1.68,29,M,Cap,Sweater,Pants,Shoes,None,No,No,None,Standing,298,52,345,204,Encouraging
Viewer,Native,1.70,18,M,None,Coat,N.I,N.I,None,No,No,None,Standing,26,189,121,341,Encouraging
Viewer,Native,1.71,63,M,None,Sweater,N.I,N.I,None,No,No,None,Standing,112,218,209,342,Encouraging
Viewer,Native,1.74,57,M,None,Jacket,N.I,N.I,None,No,No,None,Standing,198,217,296,353,Encouraging
Viewer,White,1.68,22,M,None,Jacket,N.I,N.I,None,No,No,None,Standing,297,206,395,344,Encouraging
Viewer,White,1.77,24,F,None,Sweater,N.I,N.I,None,No,No,None,Standing,185,111,247,217,Encouraging
Viewer,Native,1.70,30,M,None,Sweater,N.I,N.I,None,No,No,None,Standing,13,44,83,177,Encouraging
Viewer,Native,1.72,29,M,None,Coat,N.I,N.I,None,No,No,None,Standing,344,34,430,175,Encouraging
Viewer,White,1.73,21,M,None,Coat,N.I,N.I,None,No,No,None,Standing,449,7,532,199,Encouraging
Viewer,White,1.75,26,M,None,Coat,N.I,N.I,None,No,No,None,Standing,466,110,534,309,Encouraging
Viewer,Native,1.76,22,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,35,271,62,346,Encouraging
Viewer,Native,1.74,26,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,53,257,90,344,Encouraging
Viewer,Black,N.I,48,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,65,242,98,334,Encouraging
Viewer,Native,1.69,50,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,90,241,114,319,Encouraging
Viewer,Native,1.67,61,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,25,236,48,272,Encouraging
Viewer,Black,1.73,41,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,58,215,85,268,Encouraging
Viewer,Native,1.67,50,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,82,218,107,281,Encouraging
Viewer,White,1.72,36,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,98,213,119,289,Encouraging
Viewer,Black,1.68,29,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,111,216,138,301,Encouraging
Viewer,Native,1.66,35,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,125,205,153,282,Encouraging
Viewer,Native,1.70,32,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,20,197,47,274,Encouraging
Viewer,White,1.74,28,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,36,204,57,265,Encouraging
Viewer,White,1.70,45,F,None,T-shirt,Pants,N.I,None,No,No,None,Standing,75,197,90,255,Encouraging
Viewer,Native,1.76,47,F,None,Sweater,Shorts,N.I,None,No,No,None,Standing,86,193,104,258,Encouraging
Law Officer,Native,1.73,35,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,104,188,115,257,Guarding
Law Officer,Black,1.70,28,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,113,179,144,264,Guarding
Law Officer,Black,1.70,27,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,146,174,173,259,Guarding
Law Officer,White,1.68,28,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,136,156,174,214,Guarding
Viewer,Black,1.58,26,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,162,226,182,263,Encouraging
Viewer,White,1.73,30,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,176,224,206,273,Encouraging
Viewer,Native,1.69,32,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,199,242,236,293,Encouraging
Viewer,Native,1.67,27,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,216,226,249,273,Encouraging
Viewer,White,1.65,38,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,240,204,262,284,Encouraging
Viewer,White,1.68,27,M,Cap,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,255,238,279,288,Encouraging
Viewer,Black,1.68,33,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,272,249,295,295,Encouraging
Viewer,Native,1.73,41,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,274,325,312,353,Encouraging
Viewer,Native,1.70,43,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,286,239,303,272,Encouraging
Viewer,Native,1.68,32,F,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,302,240,329,276,Encouraging
Viewer,Native,1.70,35,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,326,240,356,266,Encouraging
Viewer,Native,1.73,30,F,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,356,247,386,298,Encouraging
Viewer,N.I,1.68,20,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,371,234,394,265,Encouraging
Viewer,N.I,1.70,25,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,395,235,426,291,Encouraging
Viewer,White,1.70,21,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,197,204,216,224,Encouraging
Viewer,White,1.68,19,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,217,189,245,260,Encouraging
Viewer,Black,1.75,16,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,235,176,249,235,Encouraging
Viewer,White,1.69,19,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,247,175,271,203,Encouraging
Law Officer,Black,1.72,32,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,278,186,309,240,Guarding
Law Officer,Black,1.70,36,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,315,185,335,233,Guarding
Viewer,Black,1.64,45,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,335,180,367,227,Encouraging
Viewer,N.I,1.72,19,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,367,193,384,238,Encouraging
Viewer,N.I,1.74,22,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,388,195,410,238,Encouraging
Viewer,Black,1.68,29,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,412,203,440,275,Encouraging
Viewer,Black,1.66,29,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,424,202,454,266,Encouraging
Viewer,Native,1.70,26,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,426,175,457,240,Encouraging
Viewer,Native,1.70,29,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,391,171,415,205,Encouraging
Viewer,Native,1.71,41,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,375,164,385,188,Encouraging
Viewer,Black,1.70,39,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,338,156,359,177,Encouraging
Viewer,Black,1.69,37,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,277,145,306,174,Encouraging
Viewer,White,1.70,54,F,Cap,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,248,147,265,175,Encouraging
Viewer,White,1.71,51,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,170,153,204,208,Encouraging
Viewer,Native,1.70,23,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,193,140,226,214,Encouraging
Viewer,Native,1.76,18,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,218,135,244,199,Encouraging
Viewer,White,1.72,19,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,231,127,263,179,Encouraging
Viewer,N.I,1.75,26,F,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,217,58,242,103,Encouraging
Viewer,N.I,1.73,23,F,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,216,103,238,144,Encouraging
Viewer,N.I,1.73,25,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,255,88,271,136,Encouraging
Viewer,White,1.80,18,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,270,63,297,123,Encouraging
Viewer,White,1.72,17,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,282,97,299,149,Encouraging
Viewer,Native,1.73,19,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,290,84,306,123,Encouraging
Law Officer,Native,1.68,27,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,314,87,339,132,Guarding
Law Officer,Native,1.72,33,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,342,88,357,129,Guarding
Viewer,White,1.71,21,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,351,115,374,155,Encouraging
Viewer,Native,1.69,26,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,365,127,386,164,Encouraging
Viewer,N.I,1.75,27,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,384,80,398,104,Encouraging
Viewer,White,1.78,22,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,367,75,385,99,Encouraging
Viewer,Native,1.70,26,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,361,87,380,119,Encouraging
Viewer,White,1.68,48,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,395,95,413,140,Encouraging
Viewer,Native,1.72,34,F,None,T-shirt,Pants,N.I,None,No,No,None,Standing,408,94,436,146,Encouraging
Viewer,Native,1.70,29,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,4,287,38,352,Encouraging
Viewer,Native,1.68,18,F,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,438,92,457,131,Encouraging
Viewer,Black,1.75,26,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,451,117,479,166,Encouraging
Viewer,Native,1.70,57,F,None,Sweater,Pants,N.I,None,No,No,None,Standing,479,136,512,210,Encouraging
Viewer,Native,1.72,22,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,506,99,531,159,Encouraging
Viewer,Black,1.66,24,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,407,67,430,101,Encouraging
Viewer,Black,1.68,30,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,433,71,453,100,Encouraging
Viewer,Native,1.75,29,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,449,75,476,122,Encouraging
Law Officer,Native,1.73,27,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,469,77,498,128,Guarding
Law Officer,Black,1.70,29,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,339,51,365,87,Guarding
Viewer,Native,1.67,19,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,392,44,410,87,Encouraging
Viewer,Black,1.72,18,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,410,47,433,86,Encouraging
Viewer,Black,1.70,19,F,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,461,62,510,123,Encouraging
Viewer,Native,1.73,19,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,176,68,196,94,Encouraging
Law Officer,Native,1.70,46,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,142,93,165,141,Guarding
Law Officer,Black,1.69,37,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,114,103,145,144,Guarding
Viewer,White,1.70,20,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,106,75,132,119,Encouraging
Viewer,Native,1.65,26,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,97,82,114,127,Encouraging
Viewer,Black,1.68,24,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,39,89,50,124,Encouraging
Viewer,White,1.70,26,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,59,73,101,135,Encouraging
Viewer,Native,1.69,23,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,94,60,125,89,Encouraging
Viewer,Black,1.72,22,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,128,52,150,85,Encouraging
Viewer,Black,1.71,22,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,248,29,274,82,Encouraging
Viewer,Native,1.66,47,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,273,31,287,76,Encouraging
Law Officer,Native,1.68,50,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,293,33,316,84,Guarding
Viewer,Native,1.67,36,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,306,28,327,97,Encouraging
Viewer,Native,1.70,39,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,4,327,18,360,Encouraging
Viewer,Native,1.80,19,M,Cap,T-shirt,Jeans,N.I,None,No,No,None,Standing,18,323,33,360,Encouraging
Viewer,Native,1.75,32,M,Cap,Sports T-shirt,Jeans,N.I,None,No,No,None,Standing,43,329,74,359,Encouraging
Viewer,Native,1.73,19,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,86,332,114,356,Encouraging
Viewer,Black,1.72,22,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,105,332,125,352,Encouraging
Viewer,Native,1.68,27,M,None,Sports T-shirt,Jeans,N.I,None,No,No,None,Standing,133,318,157,358,Encouraging
Viewer,Native,1.70,30,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,22,257,40,301,Encouraging
Viewer,White,1.75,28,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,44,262,65,297,Encouraging
Viewer,Native,1.75,26,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,7,233,28,274,Encouraging
Viewer,White,1.79,44,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,30,250,65,293,Encouraging
Viewer,White,1.71,46,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,25,210,43,256,Encouraging
Viewer,White,1.70,35,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,81,218,104,253,Encouraging
Viewer,Native,1.67,52,M,None,Coat,Pants,N.I,None,No,No,None,Standing,115,222,146,276,Encouraging
Viewer,Native,1.65,38,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,129,240,168,294,Encouraging
Viewer,Native,1.78,25,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,159,245,216,323,Encouraging
Viewer,White,1.73,25,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,182,257,218,320,Encouraging
Viewer,White,1.80,31,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,190,263,237,323,Encouraging
Viewer,Black,1.75,36,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,223,241,254,294,Encouraging
Law Officer,Black,1.76,36,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,203,216,218,263,Guarding
Viewer,Black,1.71,34,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,133,190,147,223,Encouraging
Viewer,Native,1.75,44,M,Cap,Coat,Pants,N.I,None,No,No,None,Standing,77,192,95,225,Encouraging
Viewer,Native,1.67,50,F,Cap,Sweater,Pants,N.I,None,No,No,None,Standing,95,187,113,230,Encouraging
Law Officer,Black,1.68,33,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,126,190,149,227,Guarding
Law Officer,White,1.73,29,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,133,188,164,245,Guarding
Law Officer,White,1.75,30,M,Helmet,Sweater,Jeans,N.I,None,No,Other,None,Standing,186,200,207,230,Guarding
Viewer,Native,1.70,45,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,189,191,198,216,Encouraging
Viewer,Black,1.72,26,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,166,185,171,216,Encouraging
Viewer,Native,1.70,35,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,177,179,177,211,Encouraging
Viewer,Native,1.76,39,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,185,173,192,203,Encouraging
Viewer,Native,1.64,46,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,138,151,142,181,Encouraging
Viewer,White,1.70,26,F,None,Sports T-shirt,Jeans,N.I,None,No,No,None,Standing,150,156,158,194,Encouraging
Viewer,White,1.72,26,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,163,164,166,194,Encouraging
Viewer,Black,1.73,30,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,79,153,95,192,Encouraging
Viewer,Black,1.80,28,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,61,180,72,210,Encouraging
Viewer,Native,1.65,27,M,None,Coat,Pants,N.I,None,No,No,None,Standing,42,158,51,204,Encouraging
Viewer,N.I,1.63,30,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,47,162,62,205,Encouraging
Law Officer,Native,1.68,28,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,23,154,37,182,Guarding
Law Officer,Native,1.75,34,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,35,118,51,162,Guarding
Law Officer,Native,1.81,35,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,20,120,33,167,Guarding
Law Officer,Native,1.66,35,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,53,115,74,168,Guarding
Law Officer,Native,1.64,37,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,120,122,137,174,Guarding
Law Officer,Native,1.70,48,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,97,113,108,148,Guarding
Law Officer,Native,1.78,49,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,96,103,107,148,Guarding
Viewer,Black,1.75,19,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,91,86,104,148,Encouraging
Viewer,Asian,1.70,22,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,71,93,85,142,Encouraging
Viewer,Native,1.83,35,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,65,77,83,113,Encouraging
Viewer,Black,1.76,18,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,56,68,76,110,Encouraging
Viewer,Black,1.67,22,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,49,75,64,110,Encouraging
Viewer,Black,1.67,26,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,10,95,27,141,Encouraging
Viewer,Native,1.70,30,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,40,64,62,108,Encouraging
Viewer,Black,1.77,34,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,18,64,42,118,Encouraging
Viewer,Black,1.80,34,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,8,61,16,91,Encouraging
Viewer,Native,1.80,26,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,117,76,138,116,Encouraging
Viewer,Black,1.68,29,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,139,85,153,115,Encouraging
Law Officer,Native,1.82,50,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,154,88,163,135,Guarding
Law Officer,Native,1.73,31,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,172,86,188,118,Guarding
Law Officer,White,1.75,38,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,182,99,202,133,Guarding
Viewer,Black,1.71,30,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,194,109,206,144,Encouraging
Viewer,Native,1.82,26,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,206,124,216,159,Encouraging
Viewer,Native,1.75,19,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,228,127,243,163,Encouraging
Viewer,White,1.71,42,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,235,128,255,164,Encouraging
Viewer,White,1.77,45,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,203,93,230,126,Encouraging
Viewer,Native,1.70,37,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,171,60,189,89,Encouraging
Viewer,Native,1.65,38,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,273,151,287,185,Encouraging
Viewer,Native,1.73,26,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,266,177,287,208,Encouraging
Viewer,White,1.71,28,F,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,284,180,302,215,Encouraging
Viewer,Native,1.80,28,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,243,232,254,262,Encouraging
Viewer,White,1.75,19,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,250,245,274,282,Encouraging
Viewer,White,1.73,23,M,Cap,Sweater,Shorts,N.I,None,No,No,None,Standing,273,244,281,279,Encouraging
Law Officer,Native,1.72,46,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,255,324,269,347,
Law Officer,White,1.68,47,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,240,327,257,354,Guarding
Law Officer,Black,1.70,37,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,279,319,297,348,Guarding
Law Officer,Native,1.75,34,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,312,324,319,348,Guarding
Law Officer,Native,1.75,33,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,294,223,317,263,Guarding
Law Officer,Black,1.79,33,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,327,216,350,267,Guarding
Law Officer,Native,1.71,51,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,319,193,342,234,Guarding
Law Officer,Native,1.70,39,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,307,180,320,206,Guarding
Viewer,Native,1.67,27,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,331,185,345,223,Encouraging
Viewer,White,1.65,34,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,351,201,368,229,Encouraging
Viewer,Native,1.78,35,M,Cap,T-shirt,Jeans,N.I,None,No,No,None,Standing,358,198,379,236,Encouraging
Viewer,White,1.73,30,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,369,210,385,239,Encouraging
Viewer,Native,1.80,18,F,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,391,199,401,226,Encouraging
Viewer,Native,1.75,17,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,396,203,407,230,Encouraging
Viewer,Native,1.73,22,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,423,204,441,235,Encouraging
Viewer,Native,1.75,29,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,269,69,288,112,Encouraging
Viewer,Black,1.78,26,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,276,78,288,118,Encouraging
Viewer,White,1.79,23,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,302,73,313,107,Encouraging
Viewer,Black,1.71,36,M,Cap,Coat,Shorts,N.I,None,No,No,None,Standing,315,77,330,117,Encouraging
Viewer,Black,1.66,35,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,319,77,336,120,Encouraging
Viewer,Black,1.68,42,M,Cap,Sweater,Shorts,N.I,None,No,No,None,Standing,341,94,362,126,Encouraging
Viewer,Native,1.70,45,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,444,183,455,219,Encouraging
Viewer,Black,1.65,46,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,474,273,484,310,Encouraging
Law Officer,Black,1.73,35,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,88,57,123,179,Guarding
Law Officer,Native,1.70,34,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,113,71,132,189,Guarding
Law Officer,Native,1.68,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,125,74,153,189,Guarding
Law Officer,Native,1.70,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,154,90,179,217,Guarding
Law Officer,Black,1.73,27,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,174,94,195,211,Guarding
Law Officer,Black,1.68,36,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,185,115,220,237,Guarding
Law Officer,Black,1.70,42,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,226,118,245,250,Guarding
Law Officer,White,1.70,45,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,238,135,285,262,Guarding
Law Officer,Black,1.68,51,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,308,133,345,256,Guarding
Law Officer,Native,1.75,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,289,110,312,238,Guarding
Law Officer,Native,1.69,38,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,274,104,304,220,Guarding
Law Officer,White,1.72,36,F,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,243,106,274,210,Guarding
Law Officer,White,1.70,29,F,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,237,86,262,187,Guarding
Law Officer,Black,1.64,26,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,212,77,231,194,Guarding
Law Officer,Native,1.72,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,194,62,212,169,Guarding
Law Officer,White,1.74,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,242,49,255,155,Guarding
Law Officer,Native,1.68,31,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,262,66,281,172,Guarding
Law Officer,Black,1.66,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,286,62,315,177,Guarding
Law Officer,White,1.70,39,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,313,81,335,199,Guarding
Law Officer,White,1.70,46,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,336,94,359,205,Guarding
Law Officer,White,1.71,51,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,348,112,381,239,Guarding
Law Officer,Native,1.70,50,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,374,129,416,260,Guarding
Law Officer,Native,1.69,42,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,413,94,447,229,Guarding
